,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension
08:32.6,0.0008305,2.759758246,1.605980419,-2.757030297,0.063404734,2.847361558
38:28.9,0.0008426,2.712878703,1.605982165,-2.710066977,0.063404733,2.851131469
24:32.9,0.0008579,2.647891368,1.60598391,-2.644967942,0.063404732,2.856348258
31:23.4,0.0008724,2.588112096,1.605985655,-2.58508395,0.06340473,2.861277068
19:46.8,0.0008852,2.535380463,1.605989146,-2.53226156,0.063404729,2.865626428
45:04.4,0.0009004,2.470045808,1.605990891,-2.466815204,0.063404728,2.871134687
10:22.0,0.0009144,2.405660612,1.605992636,-2.402323542,0.063404728,2.876644692
17:12.5,0.0009263,2.347940828,1.605994382,-2.344509511,0.063404729,2.881573502
24:03.0,0.0009377,2.291299658,1.605996127,-2.287781074,0.063404731,2.886502311
49:20.6,0.0009493,2.228820361,1.605997872,-2.22520753,0.063404737,2.892012316
37:44.0,0.0009578,2.179722504,1.606001363,-2.176041605,0.063404743,2.896363422
26:07.3,0.0009655,2.131352449,1.606003108,-2.127606973,0.06340475,2.900712782
12:11.3,0.0009744,2.0739189,1.606006599,-2.070101865,0.063404759,2.905934807
00:34.6,0.0009804,2.026044518,1.606008344,-2.022175123,0.063404769,2.910284168
48:57.9,0.0009859,1.97837434,1.60601009,-1.974456076,0.063404776,2.914635274
05:05.6,0.0009875,1.962301603,1.606011835,-1.958367631,0.063404778,2.916085642
30:23.1,0.0009931,1.902428083,1.606015326,-1.898441751,0.063404789,2.921597392
18:46.3,0.000997,1.855337355,1.606017071,-1.851314371,0.063404796,2.925950243
44:03.7,0.0010004,1.795964744,1.606020562,-1.791906854,0.063404803,2.931461993
32:26.9,0.0010026,1.749631489,1.606022307,-1.745549163,0.063404807,2.935814844
30:07.6,0.0010032,1.740927532,1.606022307,-1.736841716,0.063404808,2.936685763
57:44.3,0.0010044,1.690227462,1.606025798,-1.686124193,0.063404813,2.941328339
23:01.7,0.0010055,1.631465717,1.606027543,-1.627350231,0.063404816,2.946841834
11:24.8,0.0010055,1.584519851,1.606029288,-1.580402619,0.063404815,2.951196431
36:42.2,0.0010039,1.525389841,1.606032779,-1.521277845,0.063404816,2.956709926
01:59.5,0.0010025,1.466657766,1.606034524,-1.462557988,0.063404816,2.962225166
50:22.7,0.0010003,1.419879452,1.60603627,-1.415795381,0.063404816,2.966579763
15:40.0,0.0009966,1.360576654,1.60603976,-1.356520509,0.063404814,2.972095003
20:10.9,0.0009921,1.297971694,1.606041506,-1.293953946,0.063404811,2.977901714
29:20.5,0.000988,1.254064446,1.606043251,-1.250081605,0.063404809,2.981966586
17:43.7,0.0009828,1.202894883,1.606046742,-1.198955675,0.063404491,2.986312455
06:07.3,0.0009745,1.159486799,1.606046742,-1.155594715,0.063404502,2.990675778
43:01.6,0.000973,1.146934391,1.606046742,-1.143054524,0.063404502,2.991836422
08:19.4,0.0009646,1.086491894,1.606048487,-1.082680095,0.063404499,2.997353408
56:43.0,0.0009581,1.039289464,1.606050232,-1.035533516,0.063404504,3.00170975
24:20.1,0.0009492,0.987294361,1.606051978,-0.983604735,0.063404506,3.006355816
10:24.4,0.000939,0.928085811,1.606053723,-0.92447647,0.063404511,3.011583078
58:47.9,0.0009298,0.878877998,1.606055468,-0.875341961,0.063404517,3.015939419
35:42.2,0.000927,0.865953835,1.606055468,-0.862436997,0.063404518,3.017100063
24:05.7,0.0009169,0.816079306,1.606057214,-0.812639262,0.063404524,3.021456405
49:23.5,0.0009031,0.752640079,1.606060704,-0.749301264,0.063404535,3.026975136
14:41.2,0.0008885,0.686975556,1.60606245,-0.683744952,0.063404546,3.032493867
03:04.7,0.0008765,0.634807665,1.606064195,-0.631664327,0.063404554,3.036850209
51:28.1,0.0008638,0.582795108,1.60606594,-0.579739036,0.063404562,3.041208296
28:22.4,0.0008604,0.568977336,1.60606594,-0.565945699,0.063404564,3.04236894
16:45.8,0.0008471,0.515282282,1.606067686,-0.512343147,0.06340457,3.046727027
42:03.5,0.00083,0.447244111,1.606071176,-0.444421914,0.063404579,3.052247504
07:21.1,0.0008125,0.37649719,1.606072922,-0.373795421,0.063404585,3.05776798
55:44.5,0.0007985,0.320227775,1.606072922,-0.317620253,0.06340459,3.062126067
44:07.9,0.0007842,0.26361104,1.606074667,-0.261097765,0.06340459,3.066484155
21:02.2,0.0007801,0.248688474,1.606074667,-0.246199635,0.063404591,3.067646544
09:25.5,0.0007655,0.189610825,1.606074667,-0.187217978,0.063404594,3.072004631
34:43.2,0.0007456,0.115076539,1.606076412,-0.11280063,0.063404596,3.077526853
23:06.6,0.000731,0.05520651,1.606078158,-0.053021357,0.063404598,3.08188494
09:10.6,0.0007128,6.264335751,1.606079903,-6.262257064,0.0634046,3.087115692
57:34.0,0.0006984,6.201900088,1.606079903,-6.199908667,0.063404599,3.091475524
45:57.4,0.0006836,6.137787163,1.606081648,-6.135879518,0.063404597,3.095833611
34:20.8,0.0006691,6.072464725,1.606081648,-6.070640856,0.063404597,3.100193444
11:15.1,0.0006651,6.054850862,1.606081648,-6.053046192,0.063404598,3.101355833
36:32.7,0.000647,5.970109891,1.606081648,-5.968402959,0.063404597,3.106876309
24:56.1,0.0006336,5.899771377,1.606081648,-5.898139494,0.063404596,3.111236142
50:13.8,0.0006165,5.809314453,1.606081648,-5.807769836,0.063404598,3.116756618
38:37.2,0.0006032,5.736621489,1.606081648,-5.735143195,0.063404598,3.121116451
27:00.6,0.0005909,5.661526953,1.606083394,-5.660108,0.063404602,3.125476283
43:08.4,0.0005871,5.635947407,1.606081648,-5.634549399,0.063404605,3.126928397
29:12.5,0.0005737,5.542656068,1.606083394,-5.541324382,0.06340461,3.132160894
12:57.3,0.00056,5.429651235,1.606083394,-5.428389362,0.063404618,3.138262565
22:07.3,0.000551,5.353471104,1.606083394,-5.352247628,0.063404517,3.142332673
10:30.8,0.0005426,5.268140211,1.606085139,-5.266955133,0.063404528,3.146692506
19:40.8,0.0005361,5.188338522,1.606085139,-5.187184859,0.063404536,3.150760868
08:04.3,0.0005315,5.101079041,1.606085139,-5.099955049,0.063404541,3.155118955
38:00.7,0.0005277,5.024417199,1.606085139,-5.023314151,0.063404547,3.158897593
05:37.8,0.0005246,4.929495722,1.606085139,-4.928413618,0.063404554,3.163548896
14:47.7,0.0005227,4.845983463,1.606086884,-4.84491183,0.06340456,3.167617258
03:11.3,0.0005225,4.756259576,1.606086884,-4.755196671,0.063404567,3.171977091
12:21.2,0.0005231,4.672267352,1.606085139,-4.671204446,0.063404571,3.176045453
00:44.7,0.0005256,4.582841917,1.606085139,-4.581777266,0.063404574,3.180405285
09:54.7,0.0005285,4.499505936,1.606085139,-4.498430813,0.063404577,3.184475393
58:18.2,0.0005331,4.411169586,1.606085139,-4.410080501,0.063404579,3.188835226
07:28.1,0.0005384,4.329736014,1.606085139,-4.32862773,0.063404583,3.192903588
55:51.6,0.000545,4.243525475,1.606083394,-4.242389266,0.063404584,3.197263421
44:15.2,0.0005529,4.158245198,1.606083394,-4.157077572,0.063404586,3.201623253
53:25.1,0.0005607,4.080002087,1.606081648,-4.07879781,0.063404586,3.205691616
41:48.6,0.0005703,3.998313697,1.606081648,-3.997067532,0.063404586,3.210051448
53:17.9,0.0005781,3.939026608,1.606081648,-3.937745536,0.063404585,3.213247146
39:22.2,0.0005913,3.845330352,1.606079903,-3.843988194,0.063404583,3.218477898
48:32.1,0.0006022,3.77277876,1.606078158,-3.771380752,0.063404584,3.22254626
36:55.7,0.0006145,3.697586485,1.606076412,-3.696125645,0.063404583,3.226906093
46:05.7,0.0006267,3.629679215,1.606074667,-3.628159033,0.063404583,3.230974455
34:29.3,0.00064,3.557974108,1.606074667,-3.556384113,0.063404584,3.235332542
43:39.3,0.0006527,3.492592329,1.606072922,-3.490932521,0.063404587,3.23939916
32:02.8,0.000667,3.423566302,1.606071176,-3.421827954,0.06340459,3.243757247
41:12.8,0.0006795,3.361919528,1.606071176,-3.360107876,0.063404595,3.247825609
29:36.4,0.0006944,3.296825728,1.606069431,-3.2949303,0.063404601,3.252183696
59:32.8,0.0007073,3.242139326,1.606069431,-3.24017234,0.063404608,3.255960589
27:09.9,0.0007235,3.175556761,1.606067686,-3.173497272,0.063404617,3.260608401
36:19.9,0.0007372,3.118962715,1.60606594,-3.11681945,0.063404625,3.264675018
24:43.4,0.000752,3.059527272,1.60606594,-3.057293251,0.063404634,3.269033105
33:53.3,0.0007657,3.005348762,1.606064195,-3.003030964,0.063404642,3.273099722
22:16.8,0.0007805,2.948711082,1.60606245,-2.946300782,0.063404652,3.277456064
31:26.7,0.000794,2.89606497,1.60606245,-2.89356915,0.063404659,3.281522681
19:50.2,0.0008084,2.840392458,1.606060704,-2.837804135,0.063404665,3.285880768
29:00.1,0.000821,2.78948993,1.606060704,-2.786814341,0.063404672,3.289947385
17:23.6,0.0008347,2.735876906,1.606058959,-2.733107069,0.063404679,3.294303727
26:33.4,0.0008468,2.686663857,1.606057214,-2.683810244,0.063404686,3.298368599
14:56.9,0.0008595,2.634122466,1.606055468,-2.631178095,0.063404693,3.302726686
24:06.7,0.0008714,2.585986285,1.606053723,-2.582956393,0.063404696,3.306791558
33:16.6,0.0008827,2.537890247,1.606051978,-2.534778325,0.063404698,3.310858175
21:40.0,0.000895,2.487115128,1.606050232,-2.48391594,0.063404701,3.315214517
10:03.4,0.0009072,2.436488362,1.606048487,-2.433201907,0.063404701,3.319570859
19:13.2,0.0009172,2.390155107,1.606046742,-2.386793603,0.063404702,3.323635731
07:36.6,0.0009285,2.340339919,1.606044996,-2.336896385,0.063404702,3.327990327
16:46.5,0.0009377,2.294285916,1.606043251,-2.290770823,0.063404701,3.332055199
05:09.9,0.0009477,2.245106029,1.60603976,-2.241515886,0.063404699,3.336409795
37:25.5,0.0009535,2.213016405,1.60603976,-2.209379139,0.063404699,3.339314023
46:35.3,0.0009615,2.166993818,1.606038015,-2.16329372,0.063404698,3.34337715
34:58.7,0.0009693,2.118915233,1.606034524,-2.115150558,0.063404697,3.347731746
28:00.8,0.0009737,2.089661769,1.606032779,-2.085860442,0.063404698,3.350344504
32:32.0,0.0009834,2.026048009,1.606031034,-2.022173378,0.063404697,3.356149469
41:41.8,0.0009893,1.981414704,1.606029288,-1.977491204,0.0634047,3.360212596
30:05.2,0.0009947,1.934231473,1.606027543,-1.930262594,0.063404703,3.364565447
39:15.0,0.0009994,1.890200307,1.606025798,-1.886193031,0.063404708,3.368628573
11:30.6,0.0010018,1.858655226,1.606024052,-1.85462526,0.063404712,3.371531056
20:40.4,0.0010053,1.814655475,1.606020562,-1.810595839,0.063404719,3.375592437
45:58.0,0.001009,1.755612732,1.606018816,-1.75152168,0.063404729,3.381105932
55:07.7,0.0010107,1.71176308,1.606017071,-1.707654575,0.063404735,3.385167313
22:44.6,0.001011,1.66252036,1.606015326,-1.658397893,0.063404745,3.389809889
31:54.3,0.0010111,1.619023265,1.60601358,-1.614895561,0.063404752,3.39387127
20:17.5,0.0010109,1.572628923,1.60601358,-1.568501219,0.063404761,3.398222376
29:27.2,0.0010104,1.528786252,1.606011835,-1.524660293,0.063404767,3.402285503
17:50.4,0.0010087,1.48202539,1.60601009,-1.477909904,0.063404773,3.406634863
27:00.1,0.0010061,1.438845945,1.606008344,-1.434744421,0.063404779,3.410696244
15:23.3,0.0010033,1.392058903,1.606006599,-1.387978324,0.063404783,3.41504735
45:19.4,0.0010001,1.351345608,1.606004854,-1.347285972,0.063404788,3.418819007
29:03.8,0.0009935,1.285829439,1.606001363,-1.281815181,0.063404791,3.424910206
22:05.7,0.00099,1.257797705,1.605999618,-1.253809628,0.063404794,3.427519473
54:21.2,0.0009866,1.226135687,1.605997872,-1.22217379,0.063404795,3.43042021
19:38.5,0.0009786,1.166890486,1.605996127,-1.162984439,0.063404797,3.435930215
08:01.7,0.0009723,1.119471636,1.605994382,-1.115616203,0.063404797,3.440279575
17:11.3,0.0009657,1.075367165,1.605992636,-1.071562348,0.063404796,3.444339211
21:42.1,0.0009559,1.011758641,1.605989146,-1.008032363,0.063404796,3.45013894
14:44.0,0.0009508,0.982739051,1.605987401,-0.979052916,0.063404796,3.452748207
03:07.1,0.0009425,0.934300929,1.605985655,-0.93067937,0.063404796,3.457095822
28:24.5,0.0009279,0.871360865,1.605980419,-0.8678353,0.063404628,3.462604082
16:47.9,0.0009185,0.822688868,1.605978674,-0.819238352,0.063404626,3.466953442
32:55.7,0.0009152,0.805739976,1.605978674,-0.802313895,0.063404626,3.468402065
58:13.3,0.0009023,0.743327002,1.605976929,-0.74000215,0.06340463,3.473908579
07:23.1,0.0008916,0.696183913,1.605975183,-0.692935856,0.063404631,3.47796647
55:46.5,0.0008796,0.645169685,1.605973438,-0.642007148,0.063404635,3.48231234
44:09.8,0.0008676,0.593520156,1.605971693,-0.590444886,0.063404639,3.486659955
09:27.4,0.0008509,0.52727793,1.605968202,-0.524317851,0.063404648,3.492164723
02:29.4,0.0008434,0.495624638,1.605968202,-0.49271692,0.063404652,3.494772245
07:00.5,0.0008254,0.423959674,1.605964711,-0.421175874,0.063404663,3.500568483
20:48.9,0.0008181,0.394781259,1.605964711,-0.392046329,0.063404668,3.502886281
48:25.7,0.0008025,0.335101471,1.605962966,-0.332469515,0.063404677,3.507521875
36:49.0,0.0007881,0.278549313,1.605962966,-0.276009859,0.063404685,3.511867745
45:58.7,0.0007745,0.225007847,1.605961221,-0.222557405,0.063404693,3.515922145
34:22.0,0.0007599,0.1669006,1.605959475,-0.164542661,0.0634047,3.520268015
45:51.9,0.0008037,6.281534226,1.605982165,-6.278308857,0.063404654,3.523439278
31:54.9,0.0007303,0.050096186,1.60595773,-0.047918015,0.063404712,3.52867003
24:56.8,0.000721,0.01314582,1.60595773,-0.011021754,0.063404716,3.531277552
29:27.8,0.0007017,6.212810141,1.605954239,-6.210804758,0.063404721,3.537070299
22:29.7,0.0006917,6.174110956,1.605954239,-6.172156187,0.063404724,3.539677821
27:00.7,0.0006721,6.086385471,1.605952494,-6.084542404,0.063404729,3.545470569
36:10.3,0.000658,6.023291819,1.605952494,-6.021525546,0.063404731,3.549526714
24:33.6,0.0006438,5.955360114,1.605950749,-5.95366889,0.063404733,3.553870839
49:51.0,0.0006256,5.865809015,1.605949003,-5.864210294,0.063404733,3.559373862
22:06.4,0.0006167,5.818128365,1.605949003,-5.816575022,0.063404733,3.562271109
15:08.4,0.0006084,5.773938374,1.605947258,-5.772426919,0.063404732,3.564876885
03:31.6,0.0005952,5.700323877,1.605945513,-5.698873508,0.063404732,3.56922101
44:56.8,0.0005755,5.576703951,1.605943767,-5.57534434,0.06340473,3.576170911
17:12.3,0.0005681,5.523977555,1.605942022,-5.52265285,0.06340473,3.579068157
26:22.0,0.000558,5.448999955,1.605942022,-5.447720629,0.063404728,3.583122557
30:53.0,0.000545,5.339515451,1.605938531,-5.338291975,0.063404728,3.58891356
23:55.0,0.0005398,5.289241242,1.605938531,-5.28803871,0.063404729,3.591519336
12:18.2,0.0005315,5.203777705,1.605938531,-5.202608334,0.063404733,3.595861715
44:33.8,0.0005271,5.146968983,1.605938531,-5.145817066,0.063404734,3.598757217
53:43.5,0.0005212,5.063606822,1.605936786,-5.062479339,0.063404738,3.602809871
42:06.8,0.000517,4.975354248,1.605936786,-4.974245964,0.063404744,3.60715225
07:24.3,0.0005132,4.862223751,1.605935041,-4.861131175,0.063404673,3.612653528
16:34.1,0.0005111,4.776655494,1.605935041,-4.775568154,0.063404669,3.616707928
04:57.5,0.000511,4.686181116,1.605935041,-4.685095522,0.063404675,3.621048562
14:07.3,0.0005126,4.600930509,1.605935041,-4.599841424,0.063404689,3.625102962
02:30.6,0.0005149,4.510737129,1.605935041,-4.509637572,0.063404698,3.629443595
34:46.2,0.0005173,4.451718821,1.605935041,-4.450610537,0.063404703,3.632339097
43:56.0,0.0005226,4.366255283,1.605935041,-4.365131291,0.063404711,3.636391751
09:13.5,0.0005306,4.25656134,1.605935041,-4.255405932,0.063404721,3.641893029
57:36.9,0.0005383,4.171602202,1.605935041,-4.170417124,0.063404727,3.646235408
06:46.6,0.0005466,4.092941958,1.605935041,-4.091723718,0.063404735,3.650288063
55:10.0,0.0005565,4.009770038,1.605935041,-4.008511656,0.063404741,3.654632187
43:33.3,0.0005665,3.929416825,1.605935041,-3.928111318,0.063404746,3.658974566
08:50.8,0.0005818,3.828365752,1.605935041,-3.826995668,0.063404751,3.664475844
41:06.4,0.0005902,3.776726695,1.605936786,-3.775318214,0.063404752,3.667371345
50:16.1,0.000602,3.706117655,1.605936786,-3.704653324,0.063404755,3.671424
22:31.7,0.0006101,3.656775452,1.605936786,-3.655267487,0.063404755,3.674319501
47:49.2,0.0006281,3.564386448,1.605936786,-3.562792962,0.063404757,3.679820779
36:12.5,0.000642,3.493386454,1.605936786,-3.491719664,0.063404757,3.684163158
45:22.3,0.0006554,3.428943662,1.605936786,-3.427207059,0.063404756,3.688217558
17:37.8,0.0006648,3.383385332,1.605936786,-3.381594624,0.063404755,3.691111314
26:47.6,0.0006797,3.321101512,1.605936786,-3.31923401,0.063404754,3.695165714
08:13.0,0.0007028,3.217397539,1.605936786,-3.215393901,0.063404753,3.70211387
56:36.3,0.0007182,3.153900715,1.605938531,-3.151809811,0.063404754,3.706456249
44:59.7,0.0007337,3.092234742,1.605938531,-3.090053081,0.063404756,3.710800373
54:09.5,0.0007471,3.035693056,1.605938531,-3.033425873,0.063404758,3.714853028
26:25.1,0.0007567,2.995962381,1.605940277,-2.993632366,0.063404761,3.717748529
35:34.8,0.0007707,2.941645989,1.605942022,-2.939230453,0.063404767,3.721802929
40:06.0,0.0007908,2.865338449,1.605942022,-2.86279725,0.063404776,3.727593931
33:08.0,0.0007994,2.831552365,1.605943767,-2.828955315,0.063404781,3.730199708
42:17.7,0.0008126,2.779833024,1.605943767,-2.777148707,0.06340479,3.734252362
30:41.0,0.0008266,2.725658004,1.605945513,-2.722881185,0.063404799,3.738596487
02:56.5,0.0008359,2.689679786,1.605947258,-2.68683839,0.063404805,3.741491988
12:06.3,0.0008483,2.640278242,1.605949003,-2.63735307,0.063404813,3.745546388
00:29.5,0.0008615,2.58789393,1.605950749,-2.584878001,0.063404822,3.749890512
48:52.8,0.0008731,2.536097794,1.605952494,-2.532994598,0.063404831,3.754234637
14:10.2,0.0008884,2.471560754,1.605954239,-2.468347603,0.063404841,3.75973766
27:58.5,0.0008941,2.444600653,1.605955985,-2.441342123,0.063404846,3.762055457
16:21.8,0.000906,2.394808155,1.60595773,-2.391465849,0.063404852,3.766399582
04:44.9,0.0009165,2.345055799,1.605959475,-2.341636699,0.063404857,3.770745452
13:54.6,0.0009266,2.299633605,1.605961221,-2.296141201,0.063404862,3.774799852
18:25.5,0.0009389,2.234213429,1.605964711,-2.230625032,0.063404867,3.780594345
22:56.4,0.0009509,2.170063852,1.605966457,-2.166384698,0.063404872,3.786388838
59:50.5,0.0009539,2.157350874,1.605968202,-2.153652521,0.063404872,3.787547736
25:07.8,0.0009639,2.096517423,1.605969947,-2.09274053,0.063404875,3.79305425
57:23.3,0.0009699,2.065029938,1.605971693,-2.061212903,0.063404875,3.795951497
45:46.4,0.0009766,2.017323108,1.605973438,-2.013451968,0.063404876,3.800297367
11:03.7,0.0009849,1.957016746,1.605975183,-1.953082774,0.063404875,3.80580388
04:05.6,0.0009882,1.929004212,1.605976929,-1.92504406,0.063404873,3.808411402
52:28.7,0.0009943,1.881606305,1.605976929,-1.877604265,0.063404874,3.812759017
59:19.4,0.0009962,1.82872981,1.605980419,-1.824694609,0.063404538,3.817686082
06:10.2,0.001001,1.774544318,1.605982165,-1.770475956,0.063404536,3.822613146
54:33.8,0.0010044,1.728027803,1.60598391,-1.723935006,0.063404537,3.826960762
42:57.3,0.0010074,1.681240762,1.605987401,-1.677130511,0.063404539,3.831308377
52:07.4,0.0010093,1.637911218,1.605989146,-1.633790495,0.063404543,3.835366267
45:09.5,0.0010102,1.609928354,1.605990891,-1.60580065,0.063404546,3.837975534
33:33.1,0.0010107,1.563858643,1.605992636,-1.559729194,0.063404553,3.842324895
56:31.6,0.0010104,1.494830871,1.605996127,-1.490708403,0.063404565,3.848702328
47:14.4,0.0010094,1.457325491,1.605997872,-1.453213495,0.06340457,3.852182515
56:24.3,0.0010074,1.413732402,1.606001363,-1.409636114,0.063404578,3.85624215
44:47.8,0.0010048,1.366767337,1.606004854,-1.362693739,0.063404587,3.860591511
37:49.9,0.0010026,1.338489513,1.606006599,-1.334431622,0.063404592,3.863202523
26:13.3,0.0009986,1.291424964,1.60601009,-1.28739849,0.063404606,3.867551884
51:31.0,0.0009929,1.231832442,1.60601358,-1.227853091,0.063404616,3.873063634
39:54.4,0.0009877,1.185111723,1.606017071,-1.181176006,0.063404627,3.87741474
12:10.0,0.0009836,1.153584096,1.606018816,-1.14968154,0.063404638,3.880315477
21:19.8,0.0009775,1.110306912,1.606022307,-1.106449734,0.063404647,3.884376858
30:29.6,0.0009708,1.06452518,1.606025798,-1.060722108,0.063404652,3.888439984
18:52.9,0.0009631,1.016544334,1.606027543,-1.012800602,0.06340466,3.892792836
04:56.9,0.0009527,0.958417888,1.606032779,-0.954754442,0.063404667,3.898016606
32:33.8,0.0009433,0.906965582,1.606034524,-0.90337544,0.06340467,3.902659182
20:57.1,0.0009336,0.85831802,1.606038015,-0.854801181,0.063404672,3.907013778
